2021-06-03 11:15:25.0,0.0014635276532138524
2021-06-03 11:15:28.0,0.0014635276532138524
2021-06-03 11:15:31.0,0.0010731547935360134
2021-06-03 11:15:34.0,9.778314524023623E-4
2021-06-03 11:15:37.0,0.0011838106853073688
2021-06-03 11:15:40.0,9.679230766634816E-4
2021-06-03 11:15:43.0,8.889234435973031E-4
2021-06-03 11:15:46.0,9.509859978337365E-4
2021-06-03 11:15:49.0,9.509859978337365E-4
2021-06-03 11:15:52.0,9.509859978337363E-4
2021-06-03 11:15:55.0,9.509859978337365E-4
2021-06-03 11:15:58.0,9.509859978337365E-4
2021-06-03 11:16:01.0,9.694626544943486E-4
2021-06-03 11:16:04.0,9.694626544943486E-4
2021-06-03 11:16:07.0,0.046723814337986495
2021-06-03 11:16:10.0,0.046723814337986495
2021-06-03 11:16:13.0,0.10341035217366912
2021-06-03 11:16:16.0,0.12874588184275826
2021-06-03 11:16:19.0,0.12874588184275826
2021-06-03 11:16:22.0,0.12874588184275826
2021-06-03 11:16:25.0,0.12874588184275826
2021-06-03 11:16:28.0,0.12874588184275826
2021-06-03 11:16:31.0,0.12108488882824986
2021-06-03 11:16:34.0,0.1107506303895719
2021-06-03 11:16:37.0,0.15438662535839776
2021-06-03 11:16:40.0,0.15438662535839776
2021-06-03 11:16:43.0,0.15438662535839776
2021-06-03 11:16:46.0,0.1545762885927505
2021-06-03 11:16:49.0,0.1129385889888166
2021-06-03 11:16:52.0,0.10260945788218548
2021-06-03 11:16:55.0,0.15852003104250487
2021-06-03 11:16:58.0,0.1585200310425048
2021-06-03 11:17:01.0,0.1616466144491559
2021-06-03 11:17:04.0,0.1616466144491559
2021-06-03 11:17:07.0,0.1616466144491559
2021-06-03 11:17:10.0,0.1193778208441955
2021-06-03 11:17:13.0,0.10858341914597966
2021-06-03 11:17:16.0,0.24077956171398213
2021-06-03 11:17:19.0,0.3070950266315935
2021-06-03 11:17:22.0,0.23800205780644748
2021-06-03 11:17:25.0,0.4283853402371235
2021-06-03 11:17:28.0,0.4283853402371234
2021-06-03 11:17:31.0,0.4283853402371234
2021-06-03 11:17:34.0,0.5310617285962592
